code_site,libelle_site,code_station,libelle_station,type_station,coordonnee_x_station,coordonnee_y_station,code_projection,longitude_station,latitude_station,influence_locale_station,commentaire_station,altitude_ref_alti_station,code_systeme_alti_site,code_commune_station,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,descriptif_station,date_maj_station,date_ouverture_station,date_fermeture_station,commentaire_influence_locale_station,code_regime_station,qualification_donnees_station,code_finalite_station,type_contexte_loi_stat_station,type_loi_station,code_sandre_reseau_station,date_debut_ref_alti_station,date_activation_ref_alti_station,date_maj_ref_alti_station,libelle_departement,en_service,geometry
Y2510032,Le Graveson à Lunas,Y251003201,Le Graveson à Lunas,STD,714784.0,6289452.0,26,3.183372553,43.703944656,2.0,,260352.0,3.0,34144,LUNAS,34,76,OCCITANIE,Y2510500,Le Graveson,http://id.eaufrance.fr/CEA/Y2510500,,2025-04-15T00:00:00Z,2021-05-05T00:00:00Z,,,1,20,,,,"['POH100', 'POH012', 'RIC059', 'RIC309', 'POH041']",2021-05-05T00:00:00Z,2025-04-15T00:00:00Z,2025-04-15T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.183372552803132, 43.70394465569406]}"
Y2520010,La Mare à Saint-Gervais-sur-Mare,Y252001001,La Mare à Saint-Gervais-sur-Mare,STD,704216.0,6284199.0,26,3.052249903,43.656819404,1.0,Ancienne station du SAC 34. Remise en gestion : DIREN LR en juillet 2005. Station remise en service le 09/10/2008.,304548.0,3.0,34260,SAINT-GERVAIS-SUR-MARE,34,76,OCCITANIE,Y2520500,La Mare,http://id.eaufrance.fr/CEA/Y2520500,,2025-04-15T00:00:00Z,1981-01-01T00:00:00Z,,,1,20,,1.0,1.0,"['POH100', 'POH012', 'RIC059', 'RIC309', 'POH041', 'POH900']",1981-01-01T00:00:00Z,2025-04-15T00:00:00Z,2025-04-15T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.0522499030403165, 43.65681940415844]}"
Y2520020,La Mare à Villemagne-l'Argentière,Y252002001,La Mare à Villemagne-l'Argentière - Le Pradal,STD,708989.0,6280843.0,26,3.111344136,43.626577997,1.0,,201.678,2.0,34335,VILLEMAGNE-L'ARGENTIERE,34,76,OCCITANIE,Y2520500,La Mare,http://id.eaufrance.fr/CEA/Y2520500,Le Pradal,2025-04-15T00:00:00Z,1966-01-01T00:00:00Z,,,1,20,1,1.0,1.0,"['POH100', 'POH012', 'BSH001', 'BSH059', 'RIC059', 'RIC309', 'POH041', 'POH900', 'BSH101', 'BSH159']",2010-07-15T00:00:00Z,2020-07-06T00:00:00Z,2021-11-24T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.1113441355618563, 43.62657799661235]}"
Y2520020,La Mare à Villemagne-l'Argentière,Y252002002,La Mare à Villemagne-l'Argentière,STD,709734.0,6279812.0,26,3.120552724,43.617291459,1.0,Ancienne station du SAC 34. Remise en gestion : DIREN LR en juillet 2005.,191.414,1.0,34335,VILLEMAGNE-L'ARGENTIERE,34,76,OCCITANIE,Y2520500,La Mare,http://id.eaufrance.fr/CEA/Y2520500,,2023-04-05T00:00:00Z,1980-01-01T00:00:00Z,2023-01-01T00:00:00Z,,1,12,0,1.0,1.0,"['POH100', 'POH012', 'RIC059', 'POH041', 'POH900']",2010-07-15T00:00:00Z,2020-02-03T00:00:00Z,2020-02-03T00:00:00Z,HERAULT,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.1205527235402584, 43.61729145896576]}"
Y2540010,Le Jaur à Saint-Pons-de-Thomières,Y254001001,Le Jaur à Saint-Pons-de-Thomières,STD,682280.0,6265209.0,26,2.7810449,43.485749216,1.0,Ancienne station du SAC 34. Remise en gestion : DIREN LR en juillet 2005.,281.651,1.0,34284,SAINT-PONS-DE-THOMIERES,34,76,OCCITANIE,Y2540500,Le Jaur,http://id.eaufrance.fr/CEA/Y2540500,,2025-04-15T00:00:00Z,1982-01-01T00:00:00Z,,,1,12,2,1.0,1.0,"['POH100', 'POH012', 'RIC059', 'RIC309', 'POH041', 'POH900']",2010-07-22T00:00:00Z,2021-05-05T00:00:00Z,2021-06-02T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7810449003431175, 43.4857492162712]}"
Y2540020,Le Jaur à Olargues,Y254002001,Le Jaur à Olargues - Amont,STD,692780.0,6272761.0,26,2.910681173,43.553879862,1.0,Station programée à l'heure TU le 28/11/2006 à 15h00 heure d'hiver.,167.73,1.0,34187,OLARGUES,34,76,OCCITANIE,Y2540500,Le Jaur,http://id.eaufrance.fr/CEA/Y2540500,Amont,2025-04-15T00:00:00Z,1983-10-01T00:00:00Z,,,1,20,1,1.0,1.0,"['POH100', 'POH012', 'RIC059', 'RIC309', 'POH041', 'POH900']",2010-07-22T00:00:00Z,2020-02-03T00:00:00Z,2021-05-05T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.910681172532936, 43.55387986186354]}"
Y2540020,Le Jaur à Olargues,Y254002002,Le Jaur à Olargues - Aval,STD,693153.0,6273180.0,26,2.915290002,43.557653452,1.0,Ancienne station du SAC 34. Remise en gestion : DIREN LR en juillet 2005.,,,34187,OLARGUES,34,76,OCCITANIE,Y2540500,Le Jaur,http://id.eaufrance.fr/CEA/Y2540500,Aval,2023-04-05T00:00:00Z,1980-01-01T00:00:00Z,2019-01-01T00:00:00Z,,1,12,1,1.0,1.0,"['POH900', 'RIC059']",,,,HERAULT,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.9152900018611567, 43.55765345230013]}"
Y2540020,Le Jaur à Olargues,Y254002003,Le Jaur à Olargues - Ancienne,STD,692822.0,6272742.0,26,2.91120102,43.553709339,1.0,Coordonnées Lambert approximatives : aucune trace de la station dans les archives remises en 1994 lors de la remise de Olargues 2.,,,34187,OLARGUES,34,76,OCCITANIE,Y2540500,Le Jaur,http://id.eaufrance.fr/CEA/Y2540500,Ancienne,2023-04-05T00:00:00Z,1955-01-01T00:00:00Z,1981-01-01T00:00:00Z,,1,12,1,1.0,1.0,,,,,HERAULT,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.9112010196304885, 43.55370933854618]}"
Y2540020,Le Jaur à Olargues,Y254002004,Le Jaur à Olargues - sncf,STD,693362.7740926,6273198.8085475,26,2.91788505,43.557824674,,,159589.0,3.0,34187,OLARGUES,34,76,OCCITANIE,Y2540500,Le Jaur,http://id.eaufrance.fr/CEA/Y2540500,sncf,2025-04-15T00:00:00Z,2021-10-15T00:00:00Z,,,1,20,,,,"['BSH001', 'BSH059', 'BSH101', 'BSH159']",2021-10-15T00:00:00Z,2025-04-15T00:00:00Z,2025-04-15T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.917885049779798, 43.55782467352467]}"
Y2540030,Le Jaur à Mons [La Trivalle],Y254003001,Le Jaur à Mons [La Trivalle],STD,695326.0,6273758.0,26,2.942168764,43.562871588,3.0,"Station influencée, transfert bassin versant Atlantique dans bassin versant méditerranéen par dérivation de l'usine de Montahut.",,,34160,MONS,34,76,OCCITANIE,Y2540500,Le Jaur,http://id.eaufrance.fr/CEA/Y2540500,,2021-05-12T00:00:00Z,1990-07-01T00:00:00Z,1996-12-31T00:00:00Z,,1,20,1 2,1.0,1.0,['POH041'],,,,HERAULT,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.9421687641424854, 43.56287158842119]}"
Y2550010,L'Orb à Vieussan,Y255001002,L'Orb à Vieussan - Aval,STD,698855.0,6270627.0,26,2.9858399,43.534715464,1.0,Station programmée en heure TU le 28/11/2006 à 15h50 heure d'hiver.,94000.0,2.0,34334,VIEUSSAN,34,76,OCCITANIE,Y25-0400,L'Orb,http://id.eaufrance.fr/CEA/Y25-0400,Aval,2025-04-15T00:00:00Z,1956-01-01T00:00:00Z,,,1,20,2,1.0,1.0,"['POH100', 'RIC010', 'POH012', 'BSH001', 'RIC109', 'BSH059', 'RIC059', 'RIC259', 'RIC309', 'POH041', 'POH900']",1956-01-01T00:00:00Z,2013-11-18T00:00:00Z,2015-07-20T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.985839900402436, 43.534715463704956]}"
Y2560010,Le Vernazobre [source] à Babeau-Bouldoux [Malibert],Y256001001,Le Vernazobre [source] à Babeau-Bouldoux [Malibert],STD,690094.0,6260788.0,26,2.87768208,43.446126439,1.0,"Pas de calcul du bassin versant, source.",,,34021,BABEAU-BOULDOUX,34,76,OCCITANIE,Y2560500,Le Vernazobre,http://id.eaufrance.fr/CEA/Y2560500,,2021-02-17T00:00:00Z,1981-03-01T00:00:00Z,1993-01-15T00:00:00Z,,1,20,1 2,1.0,1.0,['POH041'],,,,HERAULT,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.877682079979433, 43.44612643871739]}"
Y2560020,Le Vernazobre à Saint-Chinian,Y256002001,Le Vernazobre à Saint-Chinian,STD,695647.0,6258187.0,26,2.946271576,43.422782046,1.0,"Ancienne station du SAC 34. Remise en gestion : DIREN LR en juillet 2005. Le 07/08/2008 à 10:45, changement de valeur de hauteur d'eau suite à la mise en place d'une échelle basse eaux.",111.886,1.0,34245,SAINT-CHINIAN,34,76,OCCITANIE,Y2560500,Le Vernazobre,http://id.eaufrance.fr/CEA/Y2560500,,2023-04-05T00:00:00Z,1980-01-01T00:00:00Z,,,1,20,0 1,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900', 'RIC059', 'RIC309', 'BSH101', 'BSH159']",2010-07-22T00:00:00Z,2020-02-03T00:00:00Z,2021-05-05T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.9462715756753064, 43.42278204550461]}"
Y2560030,L'Ilouvre [source] à Babeau-Bouldoux [Poussarou],Y256003001,L'Ilouvre [source] à Babeau-Bouldoux [Poussarou],STD,691549.0,6261695.0,26,2.895633394,43.454305209,1.0,"Pas de calcul du bassin versant, source. Station hors service du 01/01/1992 au 26/01/1999 déplacée de 10 m vers l'aval. Arrêt des mesures le 08/02/2007 et reprise le 21/05/2007. Arrêt des mesures le 27/12/2009 et reprise le 18/11/2010. Le 01/02/2011, station en panne : étude en cours pour installation sur autre site. Des mesures de débit seront effectuées mensuellement.",286.843,1.0,34021,BABEAU-BOULDOUX,34,76,OCCITANIE,Y2560520,Ruisseau d'Ilouvre,http://id.eaufrance.fr/CEA/Y2560520,,2024-09-17T00:00:00Z,1981-03-01T00:00:00Z,,,1,20,0,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900']",2011-11-23T00:00:00Z,2020-02-03T00:00:00Z,2021-05-05T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.8956333936715826, 43.45430520948381]}"
Y2570010,L'Orb à Cessenon-sur-Orb,Y257001001,L'Orb à Cessenon-sur-Orb,STD,703781.0,6261304.0,26,3.046691065,43.45082769,2.0,Ancienne station du SAC 34. Remise en gestion : DIREN LR en juillet 2005.,48.828,1.0,34074,CESSENON-SUR-ORB,34,76,OCCITANIE,Y25-0400,L'Orb,http://id.eaufrance.fr/CEA/Y25-0400,,2025-04-15T00:00:00Z,1980-01-01T00:00:00Z,,,1,12,2,1.0,1.0,"['POH100', 'RIC010', 'POH012', 'RIC109', 'RIC259', 'RIC309', 'POH041', 'POH900']",2010-07-22T00:00:00Z,2020-02-03T00:00:00Z,2021-05-05T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.0466910652752386, 43.45082769016844]}"
Y2570020,L'Orb à Thézan-lès-Béziers [Pont Doumergue],Y257002001,L'Orb à Thézan-lès-Béziers [Pont Doumergue],STD,710735.0,6257021.0,26,3.132476241,43.412224478,2.0,"Station arrêtée le 01/01/2000.  Remise en route le 09/09/2011, station identifiée comme point nodal.",16.76,1.0,34310,THEZAN-LES-BEZIERS,34,76,OCCITANIE,Y25-0400,L'Orb,http://id.eaufrance.fr/CEA/Y25-0400,,2023-04-05T00:00:00Z,1997-10-23T00:00:00Z,,Lâches centrale EDF de Montahut.,1,20,5,1.0,1.0,"['BSH001', 'BSH059', 'POH012', 'POH041', 'POH100', 'POH900', 'RIC059', 'RIC309', 'BSH101', 'BSH159']",2011-11-23T00:00:00Z,2020-02-03T00:00:00Z,2021-05-05T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.1324762413969274, 43.412224477531694]}"
Y2570030,Le Rieutort à Saint-Nazaire-de-Ladarez [Barrac],Y257003001,Le Rieutort à Saint-Nazaire-de-Ladarez [Barrac],STD,709990.0,6267325.0,26,3.123481365,43.504937576,1.0,,,,34279,SAINT-NAZAIRE-DE-LADAREZ,34,76,OCCITANIE,Y2570540,Le Rieutort,http://id.eaufrance.fr/CEA/Y2570540,,2021-05-12T00:00:00Z,1968-02-01T00:00:00Z,1974-01-01T00:00:00Z,,1,20,1 2,1.0,1.0,['POH041'],,,,HERAULT,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.123481365257699, 43.50493757625249]}"
Y2570040,Le Taurou à Cabrerolles [La Liquière],Y257004001,Le Taurou à Cabrerolles [La Liquière],STD,712402.0,6269105.0,26,3.153337542,43.520914331,1.0,,,,34044,CABREROLLES,34,76,OCCITANIE,Y2570600,Le Taurou,http://id.eaufrance.fr/CEA/Y2570600,,2021-05-12T00:00:00Z,1968-02-15T00:00:00Z,1973-12-20T00:00:00Z,,1,20,1 2,1.0,1.0,,,,,HERAULT,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.153337541541627, 43.52091433134665]}"
Y2570050,L'Orb à Cessenon-sur-Orb [Réals],Y257005001,L'Orb à Cessenon-sur-Orb [Réals],STD,707299.0,6259772.0,26,3.09011276,43.437017426,2.0,En amont de la prise d'eau BRL,31050.0,3.0,34074,CESSENON-SUR-ORB,34,76,OCCITANIE,Y25-0400,L'Orb,http://id.eaufrance.fr/CEA/Y25-0400,,2021-02-17T00:00:00Z,2012-02-20T00:00:00Z,2017-01-18T00:00:00Z,,1,20,0,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900']",2012-02-20T00:00:00Z,2013-11-18T00:00:00Z,2021-02-17T00:00:00Z,HERAULT,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.0901127600212357, 43.437017426044825]}"
Y2574040,L'Orb à Cessenon-sur-Orb [Base canoé de Réals],Y257404001,L'Orb à Cessenon-sur-Orb [Base canoé de Réals] - Base canoé,STD,707113.0,6259817.0,26,3.087817041,43.437424158,,,32322.0,3.0,34074,CESSENON-SUR-ORB,34,76,OCCITANIE,Y25-0400,L'Orb,http://id.eaufrance.fr/CEA/Y25-0400,Base canoé,2025-04-15T00:00:00Z,2013-08-23T00:00:00Z,,,1,20,5,2.0,3.0,"['POH100', 'POH012', 'POH041']",2013-08-23T00:00:00Z,2025-04-15T00:00:00Z,2025-04-15T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.087817041488736, 43.437424157904736]}"
Y2580010,L'Orb à Béziers [Tabarka],Y258001001,L'Orb à Béziers [Tabarka] - Ancienne,STD,714250.0,6252369.0,26,3.175725534,43.370312111,1.0,Ancienne station du SAC 34. Remise en gestion : DIREN LR en juillet 2005.,,,34032,BEZIERS,34,76,OCCITANIE,Y25-0400,L'Orb,http://id.eaufrance.fr/CEA/Y25-0400,Ancienne,2023-04-05T00:00:00Z,1980-01-01T00:00:00Z,2007-03-07T00:00:00Z,,1,12,1,1.0,1.0,,,,,HERAULT,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.1757255338452954, 43.37031211137991]}"
Y2580010,L'Orb à Béziers [Tabarka],Y258001002,L'Orb à Béziers [Tabarka],STD,714272.0,6252411.0,26,3.175997983,43.370689508,1.0,"Station gérée par la 5ème circonscription électrique de Toulouse de 1966 à 1989, puis reprise par la DIREN LR.",8000.0,2.0,34032,BEZIERS,34,76,OCCITANIE,Y25-0400,L'Orb,http://id.eaufrance.fr/CEA/Y25-0400,,2024-01-22T00:00:00Z,1966-01-01T00:00:00Z,,,1,20,1,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900']",1966-01-01T00:00:00Z,2013-11-18T00:00:00Z,2020-02-03T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.175997982906484, 43.37068950785857]}"
Y2580020,L'Orb à Béziers [Béziers],Y258002002,L'Orb à Béziers [Béziers] - Pont neuf,STD,716894.0,6248834.0,26,3.208215241,43.338453385,1.0,"Ancienne station du SAC 34. Remise en gestion : DIREN LR en juillet 2005. Le 06/01/2012, la cote station est augmentée de 6 m et passe en cote NGF.",,,34032,BEZIERS,34,76,OCCITANIE,Y25-0400,L'Orb,http://id.eaufrance.fr/CEA/Y25-0400,Pont neuf,2021-05-05T00:00:00Z,1982-01-01T00:00:00Z,,,1,12,5,1.0,1.0,"['POH012', 'POH041', 'POH900', 'RIC010', 'RIC109', 'RIC259', 'RIC309', 'POH100']",,,,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.2082152405627884, 43.33845338476839]}"
Y2580510,Le Lirou à Puisserguier,Y258051001,Le Lirou à Puisserguier,STD,703239.0,6251496.0,26,3.039936723,43.362593774,2.0,Arrêt de la station du 03/07/2011 au 26/07/2011. Réalisation d'un seuil et déplacement de l'échelle.,62000.0,0.0,34225,PUISSERGUIER,34,76,OCCITANIE,Y2580500,Le Lirou,http://id.eaufrance.fr/CEA/Y2580500,,2025-04-15T00:00:00Z,2008-01-01T00:00:00Z,,,1,12,0,1.0,1.0,"['POH100', 'POH012', 'RIC059', 'RIC309', 'POH041', 'POH900']",2008-01-01T00:00:00Z,2013-11-18T00:00:00Z,2020-02-03T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.039936723225742, 43.362593774121635]}"
Y3030001,[La Méditerranée] à Sète,Y303000101,[La Méditerranée] à Sète - Marégraphe au port de pêche,STD,756646.0,6255647.0,26,3.698877431,43.397689238,0.0,,,,34301,SETE,34,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,Marégraphe au port de pêche,2021-04-16T00:00:00Z,1956-04-23T00:00:00Z,,,1,16,,,,,,,,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.69887743105833, 43.39768923801061]}"
Y3140010,La Mosson à Saint-Jean-de-Védas,Y314001001,La Mosson à Saint-Jean-de-Védas,STD,766366.0,6272949.0,26,3.821010639,43.552503815,1.0,,6.47,2.0,34270,SAINT-JEAN-DE-VEDAS,34,76,OCCITANIE,Y31-0400,La Mosson,http://id.eaufrance.fr/CEA/Y31-0400,,2025-05-05T00:00:00Z,1980-09-30T00:00:00Z,,,1,20,1,1.0,1.0,"['POH100', 'POH012', 'RIC059', 'POH041', 'POH900', 'BSH101', 'BSH159']",2010-07-27T00:00:00Z,2020-02-03T00:00:00Z,2023-04-03T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.821010638948329, 43.55250381507291]}"
Y3200010,Le Lez [source] à Saint-Clément-de-Rivière,Y320001001,Le Lez [source] à Saint-Clément-de-Rivière,STD,768294.0,6291194.0,26,3.847281832,43.716477128,3.0,"Environ la moitié de l'écoulement est capté avant le point de mesure pour l'eau potable de Montpellier, le pompage, peu variable, est donc moins sensible en période de crues.",60.827,1.0,34247,SAINT-CLEMENT-DE-RIVIERE,34,76,OCCITANIE,Y32-0400,Le lez,http://id.eaufrance.fr/CEA/Y32-0400,,2024-09-17T00:00:00Z,1986-02-01T00:00:00Z,,AEP Montpellier (environ 50%).,1,20,2,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900']",2011-11-22T00:00:00Z,2021-05-05T00:00:00Z,2021-05-05T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.8472818318805784, 43.71647712768242]}"
Y3200020,Le Lez à Montferrier-sur-Lez [Lavalette],Y320002001,Le Lez à Montferrier-sur-Lez [Lavalette],STD,770266.0,6283990.0,26,3.87075972,43.651465264,1.0,Altitude du zéro de l'échelle de 1975 à novembre 1976 = 34.89 NGF. Altitude du zéro de l'échelle de 1976 à nos jours = 34.43 NGF.,34000.0,2.0,34169,MONTFERRIER-SUR-LEZ,34,76,OCCITANIE,Y32-0400,Le lez,http://id.eaufrance.fr/CEA/Y32-0400,,2023-04-05T00:00:00Z,1974-08-01T00:00:00Z,,,1,20,2,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900', 'RIC010', 'RIC109', 'RIC259', 'RIC309', 'BSH001', 'BSH059']",1974-08-01T00:00:00Z,2013-11-18T00:00:00Z,2020-02-03T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.8707597195151937, 43.65146526384222]}"
Y3200030,Le Lirou au Triadou [Pont du Lien],Y320003001,Le Lirou au Triadou [Pont du Lien],STD,769915.0,6292579.0,26,3.867579771,43.728780761,1.0,,65.764,3.0,34314,TRIADOU,34,76,OCCITANIE,Y3200500,Le Lirou,http://id.eaufrance.fr/CEA/Y3200500,,2021-05-05T00:00:00Z,2008-09-28T00:00:00Z,,,1,12,2,1.0,1.0,"['POH012', 'POH041', 'POH900', 'POH100', 'RIC059', 'RIC309']",2010-06-24T00:00:00Z,2021-05-05T00:00:00Z,2021-05-05T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.867579771259964, 43.72878076114026]}"
Y3210010,Le Lez à Montpellier [Pont Garigliano],Y321001001,Le Lez à Montpellier [Pont Garigliano],STD,772403.0,6280380.0,26,3.896731869,43.618769845,2.0,,12.877,1.0,34172,MONTPELLIER,34,76,OCCITANIE,Y32-0400,Le lez,http://id.eaufrance.fr/CEA/Y32-0400,,2024-06-10T00:00:00Z,1998-12-14T00:00:00Z,2023-08-24T00:00:00Z,"Prélèvements AEP de Montpellier + agricole, apports Q réserve + BRL.",1,20,1 5,1.0,1.0,"['POH100', 'POH012', 'POH041', 'POH900']",2010-06-24T00:00:00Z,2021-05-05T00:00:00Z,2024-01-18T00:00:00Z,HERAULT,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.896731868913718, 43.61876984511977]}"
Y3210020,Le Lez à Lattes [3ème écluse],Y321002001,Le Lez à Lattes [3ème écluse],STD,772340.0,6274177.0,26,3.895080838,43.562967873,2.0,Station sans tarage (hauteurs-temps uniquement).,-0.27,1.0,34129,LATTES,34,76,OCCITANIE,Y32-0400,Le lez,http://id.eaufrance.fr/CEA/Y32-0400,,2021-06-11T00:00:00Z,2008-02-02T00:00:00Z,,,1,16,2,1.0,1.0,"['POH012', 'POH041', 'POH900', 'RIC059', 'RIC309', 'POH100']",2010-06-16T00:00:00Z,2021-05-05T00:00:00Z,2021-05-05T00:00:00Z,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.8950808380930453, 43.56296787280388]}"
Y3210021,Le Lez à Montpellier,Y321002101,Le Lez à Montpellier - Trinquat,STD,773031.0,6277466.0,26,3.904095942,43.592487899,,,,,34172,MONTPELLIER,34,76,OCCITANIE,Y32-0400,Le lez,http://id.eaufrance.fr/CEA/Y32-0400,Trinquat,2023-04-05T00:00:00Z,2022-05-18T00:00:00Z,,,1,16,,,,"['RIC059', 'RIC309', 'BSH101', 'BSH159']",,,,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.9040959418306707, 43.59248789867865]}"
Y3310010,Le Salaison à Mauguio,Y331001001,Le Salaison à Mauguio,STD,780322.0,6279517.0,26,3.994666452,43.610152016,1.0,"Mauvais contrôle en étiage du 01/06/1986 au 14/08/1994. Construction d'un seuil double échancrure le 14/08/1994. Bon contrôle toutes eaux depuis. De 1986 à 1994, en étiage, écoulement sous graviers pas de débit visible depuis seuil toujours un petit débit.",,,34154,MAUGUIO,34,76,OCCITANIE,Y3310500,Le Salaison,http://id.eaufrance.fr/CEA/Y3310500,,2023-04-05T00:00:00Z,1986-06-01T00:00:00Z,,,1,20,1,1.0,1.0,"['BSH001', 'BSH059', 'POH012', 'POH041', 'POH100', 'POH900', 'RIC309', 'BSH101', 'BSH159']",,,,HERAULT,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.994666451853894, 43.610152015639265]}"
